"BTI_REFERENCE","ISSUING_COUNTRY","START_DATE_OF_VALIDITY","END_DATE_OF_VALIDITY","NOMENCLATURE_CODE","CLASSIFICATION_JUSTIFICATION","STATUS","INVALIDATION_REASON","INVALIDATION_JUSTIFICATION","LANGUAGE","PLACE_OF_ISSUE","DATE_OF _ISSUE","NAME_AND_ADDRESS","DESCRIPTION_OF_GOODS","KEYWORDS"
"FIBTIFI001210-2025-BTI66","FI","26/06/2025","25/06/2028","9102120000************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1, 2a), 3c) ja 6.
Nimikkeen 9102 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).
Komission täytäntöönpanoasetus (EU) 2024/964.","VALID","","","fi","","26/06/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tavara on ranteessa pidettävä urheilukello ja siinä on värikosketusnäyttö sekä optinen sykemittari. Kello määrittää sijaintinsa satelliittipaikannusjärjestelmien avulla ja siinä on laajat karttatoiminnot. Laitteella voi mitata esim. happisaturaatiota (spO2) ja ihon lämpötilaa ja seurata esim. aktiivisuutta, harjoittelun vaikutuksia, palautumista ja unen laatua. Bluetooth mahdollistaa tiedonsiirron ja kommunikoinnin esim. matkapuhelimeen asennettujen harjoittelusovellusten kanssa. Laitteella voi vastaanottaa puhelimen ilmoituksia sekä ohjata puhelimen musiikkisoitinta, mutta puheluiden soittaminen tai viesteihin vastaaminen ei ole mahdollista.
Tavara on pelkkä kello-osa, ja se tuodaan maahan (siirtyy tehtaalta toiselle) bulk-pakattuna ilman rannehihnaa, latauskaapelia ja käyttöohjeita.","WRIST WATCHES,HEARTBEAT SENSORS,HEART RHYTHM MONITORING DEVICES,ELECTRONIC MEASURING INSTRUMENTS,WITH OPTOELECTRONIC DISPLAY"
"FIBTIFI001210-2025-BTI49","FI","02/09/2025","01/09/2028","76169990**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 7616 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).
XV jakson huomautukset 3 ja 7
Harmonoidun järjestelmän selitykset, nimikkeet 7317 ja 7616
(https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","25/06/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tavara on ajoneuvojen renkaisiin tarkoitettu liukueste, joka koostuu holkkimaisesta alumiinirungosta ja sen sisään asennetusta kovametallitapista. Tappi on suurimmalta osaltaan rungon sisällä. Liukueste on tarkoitettu asennettavaksi ajoneuvon talvirenkaaseen.
Nastan alumiinirunko painaa noin 0,65 grammaa ja kovametallipala noin 0,3 grammaa.","OF ALUMINIUM,SAFETY EQUIPMENT,TUNGSTEN,CARBIDES,ASSEMBLED"
"FIBTIFI001210-2025-BTI78","FI","01/09/2025","31/08/2028","3924900090************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1, 3b) ja 6.
Nimikkeen 3924 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).
39 ryhmän huomautus 1.
Komission täytäntöönpanoasetus (EU) 2018/838.
(Euroopan unionin virallinen lehti, L-sarja, 141, s. 4-6, 7.6.2018).
Harmonoidun järjestelmän selitykset, nimike 3924, kohta D. (https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).
Yhdistetyn nimikkeistön selittävät huomautukset, nimike 3924 90 00. 
(Euroopan unionin virallinen lehti, C-sarja, C/2024/2381, 27.3.2024).","VALID","","","fi","","29/08/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tavara on suoja-alusta, joka koostuu useasta kerroksesta. Päällyskerros on hengittävää vaaleaa kuitukangasta, joka imee nesteen sisäkerroksiin, jossa on pehmopaperia ja selluloosamassaa. Siihen on seostettu nestettä imevää polymeeriä, joka imee ja varastoi itseensä nesteen. Pohjakerros koostuu polyeteenikalvosta, joka estää nestettä valumasta alustan ulkopuolelle. Tuotetta käytetään suojaamaan vuodetta, tuolia, pyörätuolia tai muuta alustaa varsinaisen inkontinenssituotteen (esimerkiksi vaipan) mahdollisilta ohivuodoilta. Vuodesuoja on kooltaan 80 x 90 cm ja se on pakattu 10 kpl pusseihin, 10 pussia/laatikko.","DISPOSABLE,SANITARY ITEMS,MULTILAYERED,ABSORBENT,POLYMERS,WITH PAPER,WITH PLASTIC"
"FIBTIFI001210-2026-BTI19","FI","24/02/2026","23/02/2029","85044060**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 8504 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2025/1926, julkaisupäivä 31.10.2025, Euroopan unionin virallinen lehti, L-sarja).
XVI jakson huomautus 3
Tullikoodeksikomitean pöytäkirjamerkintä CCC 220.
7.11 Tariff classification of Ultra fast charging DC solution for electrical cars (TAXUD/610359/2021).","VALID","","","fi","","24/02/2026","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Modulaarinen ja skaalautuva DC-latausjärjestelmä sähköajoneuvoille. Laitteet toimivat sähköajoneuvojen DC-pikalatauslaitteena. Ne mahdollistavat dynaamisen tehonhallinnan ja voivat syöttää energiaa samanaikaisesti usealle latauslähdölle. Yksi tai kaksi latauslähtöä. Latausteho 400 kW. Metallinen runko, jonka sisällä sähköisiä komponentteja, kuten ohjaus- ja tehonjakomoduulit ja latauskaapelit asennettuna. Toimitetaan suojapakkauksessa.","TRACTION ACCUMULATORS,STATIC CONVERTERS,ELECTRICITY CONTROL BOARDS,ELECTRIC CAR,ELECTRICAL TRANSFORMERS"
"FIBTIFI001210-2026-BTI14","FI","24/02/2026","23/02/2029","85044083**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 8504 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2025/1926, julkaisupäivä 31.10.2025, Euroopan unionin virallinen lehti, L-sarja).","VALID","","","fi","","24/02/2026","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Sähköajoneuvojen latausjärjestelmän teholähde, joka toimii aina osana skaalautuvaa latausjärjestelmää, eli teholähteitä voi lisätä kaappiin kysynnän kasvaessa. Muuntaa vaihtovirran tasavirraksi, maksimiteho 50-100 kW. Metallikotelo, joka sisältää tehoelektroniikkaa. Paino noin 50kg.","TRACTION ACCUMULATORS,STATIC CONVERTERS,ELECTRICITY CONTROL BOARDS,ELECTRIC CAR,ELECTRICAL TRANSFORMERS"
"FIBTIFI001210-2026-BTI15","FI","24/02/2026","23/02/2029","85371091**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 8537 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2025/1926, julkaisupäivä 31.10.2025, Euroopan unionin virallinen lehti, L-sarja).","VALID","","","fi","","24/02/2026","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","DC-latausjärjestelmän latauspiste sähköajoneuvoille. Toimii tehoyksikön kanssa ja mahdollistaa useiden ajoneuvojen samanaikaisen pikalatauksen. Yksi tehoyksikkö voi syöttää energiaa usealle latauspisteelle. Jokainen latauspiste voi ladata max 400 kW teholla riippuen järjestelmästä ja kaapelista. Yksi tai kaksi DC-latauslähtöä sekä mahdollinen maksuterminaali. Metallirunko käyttöliittymällä, jonka sisällä sähköisiä komponentteja ja johon latauskaapelit kytketään. Valmistettu teollisesti. Kokoaminen sisältää metallirungon, sähkökomponenttien ja liittimien asennuksen. Toimitetaan yhdessä latauskaapelien kanssa.","TRACTION ACCUMULATORS,STATIC CONVERTERS,ELECTRICITY CONTROL BOARDS,ELECTRIC CAR,ELECTRICAL TRANSFORMERS"
"FIBTIFI001210-2026-BTI20","FI","24/02/2026","23/02/2029","85371091**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 8537 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2025/1926, julkaisupäivä 31.10.2025, Euroopan unionin virallinen lehti, L-sarja).","VALID","","","fi","","24/02/2026","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","DC-latausjärjestelmän latauspiste sähköajoneuvoille. Toimii tehoyksikön kanssa ja mahdollistaa useiden ajoneuvojen samanaikaisen pikalatauksen. Mahdollistaa sähköajoneuvojen DC-pikalatauksen yksityisillä latausasemilla. Yksi tehoyksikkö voi syöttää energiaa usealle latauspisteelle. Jokainen latauspiste voi ladata jopa 240 kW teholla riippuen järjestelmästä ja kaapelista. Metallikotelo, jossa yksi DC-latauslähtö. Toimitetaan yhdessä latauskaapelin kanssa.","TRACTION ACCUMULATORS,STATIC CONVERTERS,ELECTRICITY CONTROL BOARDS,ELECTRIC CAR,ELECTRICAL TRANSFORMERS"
"FIBTIFI001210-2026-BTI18","FI","24/02/2026","23/02/2029","85371091**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 8537 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2025/1926, julkaisupäivä 31.10.2025, Euroopan unionin virallinen lehti, L-sarja).
XVI jakson huomautus 4.","VALID","","","fi","","24/02/2026","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","DC-latausjärjestelmän latauspiste raskaille sähköajoneuvoille. Toimii tehoyksikön kanssa ja mahdollistaa useiden ajoneuvojen samanaikaisen pikalatauksen. Yksi tehoyksikkö voi syöttää energiaa usealle latauspisteelle. Jokainen latauspiste voi ladata jopa 560-1200 kW teholla riippuen järjestelmästä ja kaapelista. Yksi tai kaksi DC-latauslähtöä sekä mahdollinen maksuterminaali. Metallikotelo käyttöliittymällä, jonka sisällä sähköisiä komponentteja sekä jäähdytysyksikkö, ja johon latauskaapelit on kytketty.","TRACTION ACCUMULATORS,STATIC CONVERTERS,ELECTRICITY CONTROL BOARDS,ELECTRIC CAR,ELECTRICAL TRANSFORMERS"
"FIBTIFI001210-2026-BTI17","FI","24/02/2026","23/02/2029","85371091**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 8537 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2025/1926, julkaisupäivä 31.10.2025, Euroopan unionin virallinen lehti, L-sarja).
XVI jakson huomautus 4.","VALID","","","fi","","24/02/2026","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Nestejäähdytteinen DC-latausjärjestelmän latauspiste sähköajoneuvoille. Toimii yhdessä erillisen tehoyksikön kanssa ja mahdollistaa useiden ajoneuvojen samanaikaisen pikalatauksen. Mahdollistaa sähköajoneuvojen DC-pikalatauksen julkisilla ja yksityisillä latausasemilla. Yksi tehoyksikkö voi syöttää energiaa usealle latauspisteelle. Jokainen latauspiste voi ladata jopa 400 kW teholla riippuen järjestelmästä ja kaapelista. Yksi DC-latauslähtö sekä mahdollinen maksuterminaali. Toimitetaan jäähdytysaineella täytettynä ja latauskaapeli asennettuna. Kaksi metallirunkoa, joista toinen käyttöliittymällä, jonka sisällä sähköisiä komponentteja ja johon latauskaapeli on kytketty, ja toinen sisältää jäähdytysyksikön.","TRACTION ACCUMULATORS,STATIC CONVERTERS,ELECTRICITY CONTROL BOARDS,ELECTRIC CAR,ELECTRICAL TRANSFORMERS"
"FIBTIFI001210-2025-BTI85","FI","29/09/2025","28/09/2028","7320909090************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1, 3c) ja 6.
Nimikkeen 7320 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).
XV jakson huomautus 2b).","VALID","","","fi","","29/09/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tavara on jousiteräksestä valmistettu yhtenäisen renkaan muodostava aaltojousi (ei kierrettä, ei päällekkäisiä kerroksia), joita käytetään laakeroinneissa poistamaan aksiaalista välystä. Jousi on valmistettu meistämällä, taivuttamalla ja lämpökäsittelemällä. Aaltojousia on eri kokoisia ja ulkohalkaisija vaihtelee 34,5mm-199mm.","SPRINGS,SPRING WASHERS,BALL BEARINGS,COIL COMPRESSION SPRINGS,DISCS SPRINGS"
"FIBTIFI001210-2026-BTI9","FI","11/02/2026","10/02/2029","6307901000************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1, 3b ja 6.
Nimikkeen 6307 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2025/1926, julkaisupäivä 31.10.2025, Euroopan unionin virallinen lehti, L-sarja).
XI jakson huomautus 7.
Komission täytäntöönpanoasetus (EU) N:o 350/2014, EUVL L 104, 8.4.2014, s. 4.
Harmonoidun järjestelmän selitykset, osan 1 (ryhmät 1-28) alkuosa, harmonoidun järjestelmän yleiset tulkintasäännöt, Sääntö 3 b, VIII
(https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat. ).
Unionin tuomioistuimen tuomio, asia C-24/22","VALID","","","fi","","10/02/2026","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Kissan raapimispuu/kiipeilypuu. Tavaran mitat: korkeus 168cm, leveys 80 cm ja syvyys 45 cm. Tavara on monitasoinen. Siinä on pesäkolo, useita tasoja, pylväitä sekä aktiviteettilelu. Pesäkolo ja tasot ovat päällystetty nukkapintaisella neuloksella. Asiakkaan antamien tietojen mukaan pylväiden päällystemateriaali on sisalia. Tavara on kokoamaton ja se on pakattu pahvilaatikkoon.

Tekstiiliaineella (neulos ja sisalnaru) on keskeinen merkitys, jotta tuotetta voidaan käyttää aiotulla tavalla, koska se houkuttaa kissoja, jotka voivat esimerkiksi raapia sitä kynsillään, istua ja nukkua siinä ja leikkiä sillä. Määrän suhteen neulos on enemmistönä köysiin nähden ja antaa siten tavaralle sen olennaisen luonteen.","CAT-SCRATCHERS,FOR CATS,FOR ANIMALS,PLUSH KNITTINGS,SISAL,OF TEXTILE MATERIAL,MADE UP"
"FIBTIFI001210-2026-BTI21","FI","24/02/2026","23/02/2029","85022040**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 8502 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2025/1926, julkaisupäivä 31.10.2025, Euroopan unionin virallinen lehti, L-sarja).
XVI jakson huomautus 3.
Maailman tullijärjestön (WCO) luokittelusuositus 8502 39/ 1.
(https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","24/02/2026","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Laite on lämmön ja sähkön yhteistuotantolaitos (CHP). Laitteen toiminta perustuu puuhakkeesta tuotettuun puukaasuun, joka toimii polttoaineena sähköä tuottavan generaattoriyhdistelmän kipinäsytytteiselle polttomoottorille. Laitteisto tuottaa sähköä 40-55 kW ja lämpöä 100-125kW riippuen laitoskonfiguraatiosta. Laitteistokokonaisuus on asennettu teräsrungolle, jonka pituus on 4,8 metriä, leveys 1,2 metriä, korkeus 2,5 metriä ja se painaa noin 4500kg. Käyttökohteen sijoituspaikasta riippuen laitteisto on avoin, koteloitu ohutlevyverhouksella tai istutettu merikonttiin. Sähkölaitoksen mukana toimitetaan lisäksi siihen kuuluvia hitsattuja rakenteita, joita ei voida asentaa paikoilleen ennen kuljetusta. Näiden EUR-lavoille pakattujen osien kokonaispaino vaihtelee 250 - 500kg laitoskonfiguraatiosta riippuen.","ELECTRIC GENERATORS,INTERNAL COMBUSTION ENGINES,GENERATORS,FOR ELECTRICITY,FOR HEATING FUEL"
"FIBTIFI001210-2026-BTI13","FI","24/02/2026","23/02/2029","85044060**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 8504 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2025/1926, julkaisupäivä 31.10.2025, Euroopan unionin virallinen lehti, L-sarja).
XVI jakson huomautus 3.
Tullikoodeksikomitean pöytäkirjamerkintä CCC 220.
7.11 Tariff classification of Ultra fast charging DC solution for electrical cars (TAXUD/610359/2021).","VALID","","","fi","","24/02/2026","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Modulaarinen ja skaalautuva DC-latausjärjestelmä sähköajoneuvoille. Laitteet toimivat sähköajoneuvojen DC-pikalatausjärjestelmän virtalähteenä. Ne mahdollistavat dynaamisen tehonhallinnan ja voivat syöttää energiaa samanaikaisesti usealle latauslähdölle. Latausteho 50-600 kW. Teräksestä valmistettu kotelo, jonka sisällä sähköisiä komponentteja, kuten ohjaus- ja tehonjakomoduulit. Toimitetaan suojapakkauksessa.","TRACTION ACCUMULATORS,STATIC CONVERTERS,ELECTRICITY CONTROL BOARDS,ELECTRIC CAR,ELECTRICAL TRANSFORMERS"
"FIBTIFI001210-2026-BTI6","FI","28/01/2026","27/01/2029","3824999699************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 3824 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2025/1926, julkaisupäivä 31.10.2025, Euroopan unionin virallinen lehti, L-sarja).
Ryhmän 25 huomautus 1.
Ryhmän 28 huomautus 1.
Harmonoidun järjestelmän selitykset, nimike 3824, kohta B ja kohta 24.  
(https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).
Tullilaboratorion tutkimusseloste nro 25-04165 / 1222280.","VALID","","","fi","","27/01/2026","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tuote on muovinvalmistuksen täyteaine eli niin sanottu masterbatsi, joka toimitetaan rakeina. Tuote koostuu luonnollista alkuperää olevasta täyteaineesta ja polymeeristä. Sitä käytetään muun muassa muovikalvojen sekä muiden muovituotteiden tai -osien valmistuksessa apuaineena sekä parantamaan lopputuotteen ominaisuuksia. Tuote soveltuu pursotukseen, ruiskuvaluun sekä puhallusmuovaukseen. Tuote toimitetaan teolliseen käyttöön 25 kg:n säkeissä.","CALCIUM CARBONATE,LINEAR POLYETHYLENE,FOR STUFFING,POLYMERS,AS GRANULES,FOR MANUFACTURING,FOR INDUSTRIAL USE,IN SACKS,PUT-UP IN PACKINGS"
"FIBTIFI001210-2025-BTI69","FI","11/07/2025","10/07/2028","7308909890************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1, 2a ja 6.
Nimikkeen 7308 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).
Harmonoidun järjestelmän selitykset, nimike 7308.
(https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","10/07/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tavara on erilaisissa varastoissa käytettävä trukkilavahylly. Se koostuu pystysuorista päädyistä ja vaakasuorista palkeista. Päädyt on hakijan internet-sivujen kuvien ja hakemuksen tietojen perusteella koottu kahdesta sinkitystä putkesta, joiden väliin on hitsattu viistotukia. Vaakapalkit ovat hakemuksen tietojen ja internet-sivujen kuvien perusteella teräspellistä rullamuovaamalla ja kanttaamalla valmistettuja, maalattuja palkkeja. Hyllylevyt ja –verkot myydään erikseen (eivät kuulu tähän päätökseen). 
Hyllyelementit (päätytolpat ja vaakapalkit) toimitetaan erillispakattuina ja kootaan käyttöpaikalla. 
Hyllyt kiinnitetään tilan lattiaan kevyin kiila-ankkuripultein ja mutterein ja kootaan pulttiliitoksin.
Hyllyjä käytetään erilaisissa varastoissa, joissa niille varastoidaan kuormalavoilla olevia tavaroita.","OF STEEL,FOLD-UP,SHELVES,PLATED,FOR STORING"
"FIBTIFI001210-2025-BTI72","FI","12/08/2025","11/08/2028","73043180**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 7304 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).
Harmonoidun järjestelmän selitykset, ryhmä 72 yleisohjeiden kohta IV B toinen kappale ja kohta IV C 2, nimikkeen 7304 31 alanimikeselitys.
(https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).

Yhdistetyn nimikkeistön selittävät huomautukset, nimike 7304 31 20.
(https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","11/08/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tavara on saumaton kuumapursotuksella ja kylmävetämällä muokattu putki. Putkessa on ulkopuolella korroosiota kestävä pintakerros. Pintakerros ja putki on valmistusprosessissa sidottu toisiinsa metallurgisesti. Pintakerros vastaa pleterointia. Putken sisäpinta on raepuhallettu ja ulkopinta raepuhallettu ja/tai peitattu. Putken ulkohalkaisija on 63,5 mm ja seinämäpaksuus 6,53 mm. Putken pituus on 10 – 11,5 m. Putken ulkopinnan pinnoituksen paksuus on 1,82 mm.","CERAMIC PIPES,PLATED,COLD FORMED,NON-ALLOY STEEL,IN THE PIECE"
"FIBTIFI001210-2025-BTI75","FI","28/08/2025","27/08/2028","2106909285************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 2106 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).
Ryhmän 38 huomautus 1 b.
Komission täytäntöönpanoasetus (EU) 2020/1661.
Harmonoidun järjestelmän selitykset, ryhmän 15 ja 38 yleisohjeet ja nimikkeiden 1516 ja 1518 tekstit. (https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","27/08/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tuote koostuu rasvahappojen stanoli- ja steroliestereistä.  Kasvistanoliesteri on huoneenlämmössä lähes valkoinen, vahamainen ja sulana öljymäinen rasvavalmiste, joka lisätään elintarvikkeisiin tarkoituksena alentaa käyttäjän kolesterolia. Kasvistanoli on tuotteen vaikuttava ainesosa ja sen osuus valmisteesta on noin 60 %. Kasvistanoliesteri valmistetaan kasvisteroleista hydraamalla ja edelleen esteröimällä tuotettu kasvistanoli kasviöljyistä saatujen rasvahappojen kanssa. Tuote pakataan tynnyriin, konttiin tai säiliöön.","FATTY ACIDS,STEROLS,VEGETABLE OILS,FATTY ACID ESTERS,ESTERIFIED,NOT PUT UP FOR RETAIL SALE"
